Episode,Total Reward,Boxes Placed on Target,Boxes Moved Away from Target,Total Waiting Moves,Game Lost
1525,-32.200000000000124,0,0,0,1
1526,-11.3,0,0,0,2
1527,-13.700000000000001,1,0,0,2
1528,-27.40000000000008,2,0,0,1
1529,-17.89999999999999,1,0,0,2
1530,-30.200000000000095,1,0,0,1
1531,-11.6,0,0,0,2
1532,-12.0,0,0,0,2
1533,-32.600000000000016,1,1,0,2
1534,-27.20000000000008,2,0,0,1
1535,-12.2,0,0,0,2
1536,-15.899999999999999,1,0,0,2
1537,-25.400000000000073,2,0,0,1
1538,-30.200000000000106,1,0,0,1
1539,-19.999999999999993,0,0,0,2
1540,-28.000000000000096,0,0,0,1
1541,-37.300000000000054,2,1,0,2
1542,-10.799999999999999,0,0,0,2
1543,-13.2,1,1,0,2
1544,-27.200000000000077,2,0,0,1
1545,-27.400000000000077,2,0,0,1
1546,-24.299999999999983,2,0,0,2
1547,-21.499999999999996,1,0,0,2
1548,-16.999999999999996,1,0,0,2
1549,-29.60000000000008,1,0,0,1
1550,-30.600000000000126,1,0,0,1
1551,-17.399999999999995,1,0,0,2
1552,-14.2,1,0,0,2
1553,-11.4,0,0,0,2
1554,-16.699999999999996,1,0,0,2
1555,-30.200000000000102,2,1,0,1
1556,-15.0,1,0,0,2
1557,-28.000000000000085,2,0,0,1
1558,-12.0,0,0,0,2
1559,-30.80000000000002,2,1,0,2
1560,-13.100000000000001,1,0,0,2
1561,-11.3,0,0,0,2
1562,-16.899999999999995,1,0,0,2
1563,-14.8,1,0,0,2
1564,-11.4,0,0,0,2
1565,-19.09999999999999,2,0,0,2
1566,-11.2,0,0,0,2
1567,-10.799999999999999,0,0,0,2
1568,-16.099999999999994,1,0,0,2
1569,-17.799999999999997,0,0,0,2
1570,-18.799999999999994,1,0,0,2
1571,-15.399999999999999,1,0,0,2
1572,-17.099999999999994,2,0,0,2
1573,-29.40000000000011,2,2,0,1
1574,-11.900000000000002,0,0,0,2
1575,-10.799999999999999,0,0,0,2
1576,-14.799999999999997,0,0,0,2
1577,-33.10000000000004,1,0,0,2
1578,-30.600000000000094,2,2,0,1
1579,-14.000000000000002,1,0,0,2
1580,-17.299999999999994,1,0,0,2
1581,-18.799999999999994,1,0,0,2
1582,-27.60000000000008,1,0,0,1
1583,-16.799999999999997,2,1,0,2
1584,-30.800000000000118,1,0,0,1
1585,-23.199999999999996,1,0,0,2
1586,-11.4,0,0,0,2
1587,-14.2,2,1,0,2
1588,-12.0,1,1,0,2
1589,-26.80000000000007,2,0,0,1
1590,-23.99999999999999,1,0,0,2
1591,-15.499999999999998,0,0,0,2
1592,-14.3,1,0,0,2
1593,-11.3,0,0,0,2
1594,-11.5,0,0,0,2
1595,-14.200000000000001,1,0,0,2
1596,-12.700000000000001,0,0,0,2
1597,-20.499999999999986,2,0,0,2
1598,-11.4,0,0,0,2
1599,-16.599999999999994,1,0,0,2
1600,-32.00000000000011,1,1,0,1
1601,-20.29999999999999,1,0,0,2
1602,-22.499999999999993,2,0,0,2
1603,-30.300000000000015,1,0,0,2
1604,-18.999999999999993,1,1,0,2
1605,-12.100000000000001,0,0,0,2
1606,-16.799999999999997,1,0,0,2
1607,-31.200000000000113,1,1,0,1
1608,-16.399999999999995,1,0,0,2
1609,-27.900000000000013,0,0,0,2
1610,-25.299999999999997,1,0,0,2
1611,-31.800000000000114,1,1,0,1
1612,-26.80000000000007,2,0,0,1
1613,-25.600000000000062,2,0,0,1
1614,-12.3,0,0,0,2
1615,-13.4,1,0,0,2
1616,-24.19999999999999,0,0,0,2
1617,-13.200000000000001,1,0,0,2
1618,-17.89999999999999,1,0,0,2
1619,-28.900000000000006,2,0,0,2
1620,-20.199999999999996,2,2,0,2
1621,-13.4,1,0,0,2
1622,-23.89999999999999,2,1,0,2
1623,-17.699999999999992,1,0,0,2
1624,-27.099999999999994,2,0,0,2
1625,-22.299999999999994,1,0,0,2
1626,-16.499999999999993,1,0,0,2
1627,-19.59999999999999,1,0,0,2
1628,-22.89999999999999,2,1,0,2
1629,-15.6,0,0,0,2
1630,-27.600000000000076,2,1,0,1
1631,-27.499999999999993,1,0,0,2
1632,-26.49999999999999,1,1,0,2
1633,-13.200000000000001,1,0,0,2
1634,-14.3,1,0,0,2
1635,-14.000000000000002,1,0,0,2
1636,-17.399999999999995,2,0,0,2
1637,-10.799999999999999,0,0,0,2
1638,-28.600000000000094,2,0,0,1
1639,-11.6,0,0,0,2
1640,-15.899999999999999,1,0,0,2
1641,-25.599999999999994,1,0,0,2
1642,-27.80000000000008,2,0,0,1
1643,-12.700000000000001,0,0,0,2
1644,-27.6,1,0,0,2
1645,-10.799999999999999,0,0,0,2
1646,-37.900000000000084,1,0,0,2
1647,-20.89999999999999,1,0,0,2
1648,-28.40000000000011,2,0,0,1
1649,-11.6,0,0,0,2
1650,-20.79999999999999,2,0,0,2
1651,-25.80000000000008,2,0,0,1
1652,-14.000000000000002,1,0,0,2
1653,-13.100000000000001,1,0,0,2
1654,-29.800000000000082,2,1,0,1
1655,-13.400000000000002,1,0,0,2
1656,-30.000000000000092,1,0,0,1
1657,-33.00000000000004,1,0,0,2
1658,-11.6,0,0,0,2
1659,-12.0,0,0,0,2
1660,-27.800000000000082,2,0,0,1
1661,-14.300000000000002,1,0,0,2
1662,-28.400000000000112,1,0,0,1
1663,-11.3,0,0,0,2
1664,-11.6,0,0,0,2
1665,-18.299999999999994,1,0,0,2
1666,-17.299999999999997,2,1,0,2
1667,-38.800000000000075,1,0,0,2
1668,-26.000000000000075,1,0,0,1
1669,-16.499999999999993,1,0,0,2
1670,-11.0,0,0,0,2
1671,-24.39999999999999,1,0,0,2
1672,-31.200000000000106,0,0,0,1
1673,-27.8000000000001,2,0,0,1
1674,-18.999999999999993,0,0,0,2
1675,-13.0,1,1,0,2
1676,-20.199999999999996,1,0,0,2
1677,-11.4,0,0,0,2
1678,-33.20000000000006,2,1,0,2
1679,-34.70000000000006,2,1,0,2
1680,-11.2,0,0,0,2
1681,-11.5,0,0,0,2
1682,-14.600000000000001,1,0,0,2
1683,-14.600000000000001,1,0,0,2
1684,-28.800000000000086,1,0,0,1
1685,-16.299999999999997,2,0,0,2
1686,-11.4,0,0,0,2
1687,-19.79999999999999,1,0,0,2
1688,-11.5,0,0,0,2
1689,-16.199999999999996,1,0,0,2
1690,-17.199999999999996,1,0,0,2
1691,-11.5,0,0,0,2
1692,-15.599999999999998,1,0,0,2
1693,-11.8,0,0,0,2
1694,-17.799999999999994,1,1,0,2
1695,-25.499999999999986,1,0,0,2
1696,-25.899999999999995,1,0,0,2
1697,-32.20000000000011,1,1,0,1
1698,-17.599999999999994,1,1,0,2
1699,-14.3,2,1,0,2
1700,-12.600000000000001,0,0,0,2
1701,-13.0,1,0,0,2
1702,-30.90000000000002,2,1,0,2
1703,-21.499999999999993,2,0,0,2
1704,-11.6,0,0,0,2
1705,-26.80000000000008,3,1,0,1
1706,-26.600000000000083,2,0,0,1
1707,-11.8,0,0,0,2
1708,-11.4,0,0,0,2
1709,-11.5,0,0,0,2
1710,-15.0,1,0,0,2
1711,-15.200000000000001,2,0,0,2
1712,-12.3,0,0,0,2
1713,-12.8,0,0,0,2
1714,-13.200000000000001,1,0,0,2
1715,-19.19999999999999,2,1,0,2
1716,-11.3,0,0,0,2
1717,-30.500000000000007,2,1,0,2
1718,-21.999999999999993,1,1,0,2
1719,-11.7,1,0,0,2
1720,-13.8,1,0,0,2
1721,-14.100000000000001,1,0,0,2
1722,-13.0,1,0,0,2
1723,-11.4,0,0,0,2
1724,-28.400000000000084,1,0,0,1
1725,-11.4,0,0,0,2
1726,-11.4,0,0,0,2
1727,-13.200000000000001,0,0,0,2
1728,-15.0,2,1,0,2
1729,-28.800000000000104,2,0,0,1
1730,-33.600000000000044,2,1,0,2
1731,-26.200000000000074,1,0,0,1
1732,-14.6,1,1,0,2
1733,-16.599999999999998,2,1,0,2
1734,-21.899999999999995,2,2,0,2
1735,-16.4,1,0,0,2
1736,-11.6,0,0,0,2
1737,-15.2,1,0,0,2
1738,-28.2000000000001,1,0,0,1
1739,-10.799999999999999,0,0,0,2
1740,-11.8,0,0,0,2
1741,-14.3,1,0,0,2
1742,-14.400000000000002,1,0,0,2
1743,-25.80000000000008,1,0,0,1
1744,-19.89999999999999,2,0,0,2
1745,-16.299999999999997,1,0,0,2
1746,-18.89999999999999,1,1,0,2
1747,-19.699999999999985,2,0,0,2
1748,-22.199999999999996,2,1,0,2
1749,-24.099999999999987,1,1,0,2
1750,-13.7,1,0,0,2
1751,-18.499999999999996,1,1,0,2
1752,-16.199999999999996,2,0,0,2
1753,-16.099999999999994,2,1,0,2
1754,-22.399999999999988,2,1,0,2
1755,-30.60000000000009,0,0,0,1
1756,-17.099999999999994,1,0,0,2
1757,-23.599999999999994,1,0,0,2
1758,-13.400000000000002,1,0,0,2
1759,-15.2,1,0,0,2
1760,-20.29999999999999,1,0,0,2
1761,-14.8,1,1,0,2
1762,-31.40000000000011,2,2,0,1
1763,-15.6,2,1,0,2
1764,-29.800000000000086,2,1,0,1
1765,-15.599999999999998,1,0,0,2
1766,-21.799999999999986,1,0,0,2
1767,-13.600000000000001,2,0,0,2
1768,-14.8,2,1,0,2
1769,-13.200000000000001,1,0,0,2
1770,-33.80000000000005,0,0,0,2
1771,-18.099999999999994,1,0,0,2
1772,-28.40000000000011,1,0,0,1
1773,-25.699999999999992,1,0,0,2
1774,-13.600000000000001,0,0,0,2
1775,-18.39999999999999,0,0,0,2
1776,-25.599999999999994,1,0,0,2
1777,-12.8,0,0,0,2
1778,-12.2,0,0,0,2
1779,-11.8,0,0,0,2
1780,-19.199999999999996,1,1,0,2
1781,-28.600000000000083,1,0,0,1
1782,-20.79999999999999,1,0,0,2
1783,-27.4000000000001,2,0,0,1
1784,-12.8,0,0,0,2
1785,-23.999999999999982,1,0,0,2
1786,-16.399999999999995,1,0,0,2
1787,-12.900000000000002,1,0,0,2
1788,-29.400000000000077,2,0,0,1
1789,-30.400000000000084,1,1,0,1
1790,-15.0,1,0,0,2
1791,-18.89999999999999,2,0,0,2
1792,-18.29999999999999,2,1,0,2
1793,-16.199999999999996,1,0,0,2
1794,-29.700000000000014,2,1,0,2
1795,-27.099999999999987,2,0,0,2
1796,-17.699999999999992,2,0,0,2
1797,-19.499999999999993,2,1,0,2
1798,-29.400000000000112,1,0,0,1
1799,-11.6,0,0,0,2
1800,-15.399999999999999,2,1,0,2
1801,-13.8,1,0,0,2
1802,-11.7,0,0,0,2
1803,-15.2,1,0,0,2
1804,-26.60000000000007,2,0,0,1
1805,-16.999999999999996,2,1,0,2
1806,-11.5,0,0,0,2
1807,-17.89999999999999,2,0,0,2
1808,-11.1,0,0,0,2
1809,-27.400000000000077,2,0,0,1
1810,-25.499999999999993,1,0,0,2
1811,-27.400000000000084,2,0,0,1
1812,-15.999999999999996,1,0,0,2
1813,-17.699999999999996,1,0,0,2
1814,-11.3,0,0,0,2
1815,-15.799999999999997,2,0,0,2
1816,-18.199999999999996,1,0,0,2
1817,-29.200000000000017,2,0,0,2
1818,-13.9,1,0,0,2
1819,-14.6,2,0,0,2
1820,-27.600000000000087,2,0,0,1
1821,-16.999999999999996,2,1,0,2
1822,-11.7,0,0,0,2
1823,-15.399999999999999,1,0,0,2
1824,-16.699999999999996,2,0,0,2
1825,-10.9,0,0,0,2
1826,-14.100000000000001,1,0,0,2
1827,-16.899999999999995,1,0,0,2
1828,-16.399999999999995,2,1,0,2
1829,-19.79999999999999,1,0,0,2
1830,-13.700000000000001,2,0,0,2
1831,-14.999999999999998,1,0,0,2
1832,-26.29999999999999,3,1,0,2
1833,-30.20000000000009,1,0,0,1
1834,-29.6000000000001,2,1,0,1
1835,-29.600000000000104,2,1,0,1
1836,-24.29999999999999,1,0,0,2
1837,-14.399999999999999,1,0,0,2
1838,-13.900000000000002,1,0,0,2
1839,-28.0000000000001,2,0,0,1
1840,-20.799999999999983,2,0,0,2
1841,-30.1,1,1,0,2
1842,-19.199999999999992,0,0,0,2
1843,-29.20000000000008,1,0,0,1
1844,-11.6,0,0,0,2
1845,-11.6,0,0,0,2
1846,-15.899999999999999,0,0,0,2
1847,-11.4,0,0,0,2
1848,-30.50000000000002,1,0,0,2
1849,-13.000000000000002,1,0,0,2
1850,-26.600000000000083,2,0,0,1
1851,-23.29999999999999,1,0,0,2
1852,-12.4,0,0,0,2
1853,-22.599999999999994,0,0,0,2
1854,-30.700000000000017,0,0,0,2
1855,-11.4,0,0,0,2
1856,-15.799999999999997,1,0,0,2
1857,-26.39999999999999,1,0,0,2
1858,-28.000000000000096,1,0,0,1
1859,-27.400000000000084,2,0,0,1
1860,-39.20000000000009,2,1,0,2
1861,-16.599999999999994,1,0,0,2
1862,-37.60000000000008,1,1,0,2
1863,-11.6,0,0,0,2
1864,-11.2,0,0,0,2
1865,-26.899999999999988,1,0,0,2
1866,-22.499999999999993,1,1,0,2
1867,-20.39999999999999,1,1,0,2
1868,-31.00000000000003,1,0,0,2
1869,-20.29999999999999,1,0,0,2
1870,-31.400000000000112,1,0,0,1
1871,-30.000000000000078,2,1,0,1
1872,-12.6,1,1,0,2
1873,-16.799999999999997,0,0,0,2
1874,-14.0,2,1,0,2
1875,-12.0,0,0,0,2
1876,-19.69999999999999,2,0,0,2
1877,-15.799999999999997,1,0,0,2
1878,-19.599999999999994,2,1,0,2
1879,-14.6,1,0,0,2
1880,-17.799999999999994,1,0,0,2
1881,-10.799999999999999,0,0,0,2
1882,-13.4,1,0,0,2
1883,-29.60000000000008,2,1,0,1
1884,-28.60000000000008,2,1,0,1
1885,-18.699999999999996,0,0,0,2
1886,-31.400000000000112,0,0,0,1
1887,-11.4,0,0,0,2
1888,-28.8000000000001,1,0,0,1
1889,-31.600000000000097,3,1,0,1
1890,-11.4,0,0,0,2
1891,-14.4,1,0,0,2
1892,-25.800000000000068,2,0,0,1
1893,-28.40000000000007,1,0,0,1
1894,-14.100000000000001,1,0,0,2
1895,-20.499999999999993,1,1,0,2
1896,-18.399999999999995,0,0,0,2
1897,-13.4,1,0,0,2
1898,-12.700000000000001,0,0,0,2
1899,-27.200000000000085,1,0,0,1
1900,-17.599999999999998,0,0,0,2
1901,-22.099999999999994,1,0,0,2
1902,-12.1,0,0,0,2
1903,-11.4,0,0,0,2
1904,-12.4,0,0,0,2
1905,-30.40000000000011,1,0,0,1
1906,-30.000000000000103,1,1,0,1
1907,-20.39999999999999,1,1,0,2
1908,-27.600000000000087,3,1,0,1
1909,-27.199999999999996,1,1,0,2
1910,-30.200000000000095,2,1,0,1
1911,-11.0,0,0,0,2
1912,-12.1,0,0,0,2
1913,-11.4,0,0,0,2
1914,-30.200000000000102,2,1,0,1
1915,-11.6,0,0,0,2
1916,-12.6,0,0,0,2
1917,-12.4,0,0,0,2
1918,-12.0,0,0,0,2
1919,-27.5,1,1,0,2
1920,-28.20000000000011,1,0,0,1
1921,-11.9,1,1,0,2
1922,-36.80000000000006,1,0,0,2
1923,-29.200000000000102,2,0,0,1
1924,-11.4,0,0,0,2
1925,-26.20000000000008,2,0,0,1
1926,-18.999999999999993,1,1,0,2
1927,-26.600000000000072,2,0,0,1
1928,-25.800000000000075,2,0,0,1
1929,-14.6,0,0,0,2
1930,-29.900000000000006,1,0,0,2
1931,-11.5,0,0,0,2
1932,-26.600000000000087,2,1,0,1
1933,-18.899999999999995,1,0,0,2
1934,-36.20000000000006,1,0,0,2
1935,-26.20000000000008,1,0,0,1
1936,-11.4,0,0,0,2
1937,-37.40000000000006,1,0,0,2
1938,-37.60000000000009,2,1,0,2
1939,-25.800000000000097,2,0,0,1
1940,-11.6,0,0,0,2
1941,-21.69999999999999,1,1,0,2
1942,-14.000000000000002,0,0,0,2
1943,-13.8,2,0,0,2
1944,-38.40000000000008,2,1,0,2
1945,-11.9,1,1,0,2
1946,-17.199999999999996,1,0,0,2
1947,-14.000000000000002,0,0,0,2
1948,-22.09999999999999,2,1,0,2
1949,-26.40000000000009,2,0,0,1
1950,-29.20000000000007,2,1,0,1
1951,-11.4,0,0,0,2
1952,-27.80000000000009,2,0,0,1
1953,-13.100000000000001,1,0,0,2
1954,-30.800000000000107,0,0,0,1
1955,-17.199999999999996,2,1,0,2
1956,-13.0,0,0,0,2
1957,-21.699999999999996,1,0,0,2
1958,-22.79999999999999,1,0,0,2
1959,-26.999999999999993,0,0,0,2
1960,-10.799999999999999,0,0,0,2
1961,-19.499999999999993,1,0,0,2
1962,-30.0000000000001,2,1,0,1
1963,-32.70000000000003,2,1,0,2
1964,-28.20000000000009,2,0,0,1
1965,-24.800000000000065,2,0,0,1
1966,-16.799999999999997,1,1,0,2
1967,-25.200000000000063,2,0,0,1
1968,-31.70000000000004,1,1,0,2
1969,-20.999999999999993,1,0,0,2
1970,-31.000000000000107,0,0,0,1
1971,-28.600000000000087,1,0,0,1
1972,-16.4,1,0,0,2
1973,-28.0,2,0,0,2
1974,-30.2000000000001,1,0,0,1
1975,-16.099999999999994,1,0,0,2
1976,-17.399999999999995,1,0,0,2
1977,-28.600000000000097,2,0,0,1
1978,-27.80000000000009,2,0,0,1
1979,-28.000000000000085,2,0,0,1
1980,-28.400000000000087,2,1,0,1
1981,-13.9,1,0,0,2
1982,-11.4,0,0,0,2
1983,-26.40000000000008,2,0,0,1
1984,-14.0,2,1,0,2
1985,-12.200000000000001,0,0,0,2
1986,-20.799999999999994,0,0,0,2
1987,-11.4,0,0,0,2
1988,-30.20000000000011,0,0,0,1
1989,-33.40000000000005,1,0,0,2
1990,-29.800000000000104,1,0,0,1
1991,-16.299999999999997,2,1,0,2
1992,-14.0,1,0,0,2
1993,-19.099999999999994,0,0,0,2
1994,-27.5,1,1,0,2
1995,-19.699999999999996,1,1,0,2
1996,-21.899999999999995,1,0,0,2
1997,-11.6,1,0,0,2
1998,-11.4,1,0,0,2
1999,-27.800000000000004,2,2,0,2
Episode at first win,
